fieldguide,english_common,latin_species,length,voice,order,family,family_english,english,match,latin_species_correct,changed,comment
morcombe_australia,Papuan Frogmouth,Podargus papuensis,50-60cm,"soft, low, steady ""orrm-orrm-orrm-orrm"", descending sequence of bubbly sounds, often ending with a ""clak"", perhaps a snapping of the bill. Also a harsh, long, scolding, rasping scream: ""haaarrrrck!"". This screaming screech is often intermixed with the harshest, loudest and most unpleasant of frog-croak noises.",Podargiformes,Podargidae,Frogmouths,Papuan Frogmouth,TRUE,Podargus papuensis,no,
morcombe_australia,Large-tailed Nightjar,Caprimulgus macrurus,25-28cm,"in distance, hollow ""quok-quok-quok-"" o ""chop-chop-chop-""; close at hand the call is a quick ""quorrok-quorrok-quorrok-""--usually three to six calls, brief pause, then repeat. Each ""quorrok"" is very abrupt. In the distance sounds more like ""quok"" or ""chop"".",Caprimulgiformes,Caprimulgidae,Nightjars,Large-tailed Nightjar,TRUE,Caprimulgus macrurus,no,
morcombe_australia,Spotted Nightjar,Eurostopodus argus,29-32cm,"a beautiful call that carries far on still nights in open country. Starts with slow notes, accelerates, becomes rapid and loud, then dies away in a long series of bubbling sounds: ""coooor, cawoor, cawow-caWOW-caWOW-tooka-tooka-tooka-tooka…"".",Caprimulgiformes,Caprimulgidae,Nightjars,Spotted Nightjar,TRUE,Eurostopodus argus,no,
morcombe_australia,White-throated Nightjar,Eurostopodus mystacalis,32-37cm,"attractive long sequence of musical, bubbling sounds; begins with very slow notes that become more rapid, rising to a crescendo, then abruptly switching to a long cascade of bubbling nots: ""awwk, awwk, awk, awk-Awk-AWkAWk-quok-quok-quok-quok-quok-"". This latter sound, given very rapidly, can be like the initial chuckle of a Lauughing Kookaburra before it launches into full raucous laughter, or like small, low-pitched motorcycle engine. Also has a sharp, penetrating ""aik!, aik!, aik!"".",Caprimulgiformes,Caprimulgidae,Nightjars,White-throated Nightjar,TRUE,Eurostopodus mystacalis,no,
morcombe_australia,Australian Owlet-nightjar,Aegotheles cristatus,21-25cm,"a distinctive, pleasant churring, one of the most comon calls of the night in the Australian bush, especially in the arid interior where even the smallest stand of stunted trees seems to have its resident Owlet-nightjars. At a distance the call is a pleasant, vibrating, musical churring, ending slightly sharp. Closer, the churring is recognisable in the first, loudest part of the call, like a rolling of r's that gives a throaty ""quar-rr-rgh-"". It then blends to a higher, sharper, but not as loud, ""-a-kak""--the whole call an undulating ""quar-rr-rgh-a-kak, quar-rr-rgh-a-kak"". Also gives a single, sharp, penetrating, metallic ""aeiiirk!"". Calls throughout the year, and often in the day, when it may then be seen sitting, sunning, at the entrance to its hollow. Flushes easily; darts immediately to another hollow, seemingly familiar with all the hollows wthin its territory.",Aegotheliformes,Aegothelidae,Owlet-nightjars,Australian Owlet-nightjar,TRUE,Aegotheles cristatus,no,
morcombe_australia,Glossy Swiftlet,Collocalia esculenta,9-11.5cm,"silent, or weak, sharp twitter.",Apodiformes,Apodidae,Swifts,Glossy Swiftlet,TRUE,Collocalia esculenta,no,
morcombe_australia,White-rumped Swiftlet,Aerodramus spodiopygius,11-12cm,"high pitched twittering, squeaking; in caves, echolocation by metallic clicking.",Apodiformes,Apodidae,Swifts,White-rumped Swiftlet,TRUE,Aerodramus spodiopygius,no,
morcombe_australia,Uniform Swiftlet,Collocalia vanikorensis,11-12cm,"when flying low and close, scratchy, high twittering may be heard.",NA,NA,NA,NA,FALSE,Collocalia vanikorensis,no,
morcombe_australia,House Swift,Apus affinis,13-14cm,"harsh, shrill, rippling or rattling trill; occasionally high, squeaky shrieks.",Apodiformes,Apodidae,Swifts,Little Swift,TRUE,Apus affinis,no,
morcombe_australia,Fork-tailed Swift,Apus pacificus,17-18cm,"high-pitched buzzing, screeching, lorikeet-like, shrill, excited twittering.",Apodiformes,Apodidae,Swifts,Pacific Swift,TRUE,Apus pacificus,no,
morcombe_australia,White-throated Needletail,Hirundapus caudacutus,19-21cm,"sharp, musical, uneven twittering with high to very high squeaks, very rapid, some clear, some scratchy, ""chi-chietchit-chi-chit-chiet-chi-"".",Apodiformes,Apodidae,Swifts,White-throated Needletail,TRUE,Hirundapus caudacutus,no,
morcombe_australia,Azure Kingfisher,Alcedo azurea,17-19cm,"often silent, but frequent sharp squeaking when breeding; the high, thin ""eeeet"" given in flight is easily audible if bird darts very close, but at any distance needs nearly perfect high-frequency hearing.",NA,NA,NA,NA,FALSE,Alcedo azurea,no,
morcombe_australia,Little Kingfisher,Alcedo pusilla,12-13cm,"extremely high-pitched squeak, ""tzeeet"" or ""szeeit"", often given in flight; sometimes a rapid, pipping ""tseet-tseet-tseet-tseet"". These calls are even higher-pitched and weaker than those of the Azure, and probably inaudible to many observers if the bird is not very close",NA,NA,NA,NA,FALSE,Alcedo pusilla,no,
morcombe_australia,Buff-breasted Paradise-Kingfisher,Tanysiptera sylvia,30-35cm,"a rapid succession of notes, not high-pitched but rather metallic with a touch of harshness, resonates and carries far through the rainforest: ""karow-karow-karow-karow-"" or ""charow-tcharow"", the ""ow"" slightly uplifting, stronger, higher and emphasised. Each call is rapid, the usual series of six to ten calls taking only 3 or 4 seconds. It also gives a mellow, musical trill that begins strongly and continues for 3 or 4 seconds, fading away in pitch and volume. The alarm, if the nest is disturbed, is a high screech.",Coraciiformes,Alcedinidae,Kingfishers,Buff-breasted Paradise Kingfisher,TRUE,Tanysiptera sylvia,no,
morcombe_australia,Common Paradise-Kingfisher,Tanysiptera galatea,33-43cm,"mournful notes lead into a rapid, loud trill.",Coraciiformes,Alcedinidae,Kingfishers,Common Paradise Kingfisher,TRUE,Tanysiptera galatea,no,
morcombe_australia,Yellow-billed Kingfisher,Syma torotoro,18-20cm,"gives a loud, ringing, msuical trill, at first quite rapid, but rising steeply in pitch and tempo until it is a shrill, vibrating whistle, undulating, finally fading away to be repeated after a pause. Often given repeatedly with increasing intensity, especially when answered from an adjoining territory. Scolds and screeches when defending the nest site.",Coraciiformes,Alcedinidae,Kingfishers,Yellow-billed Kingfisher,TRUE,Syma torotoro,no,
morcombe_australia,Forest Kingfisher,Todiramphus macleayii,17-23cm,"sharp, piercing, very rapid ""kik-kik-kik-kikkikikikik-"" in long sequences; much faster rate than quite similar call of the Sacred Kingfisher.",Coraciiformes,Alcedinidae,Kingfishers,Forest Kingfisher,TRUE,Todiramphus macleayii,no,
morcombe_australia,Red-backed Kingfisher,Todiramphus pyrrhopygia,20-24cm,"a mournful ""kee-ip"", the last ""-ip"" ending abruptly, given in a long, slow series at intervals of several seconds: ""kweee-ip, kweee-ip, kweee-ip"". Also uses a slightly deeper, nasal rather than clear, ""quaerirr-ip, quaeirr-ip"", which has an even more melancholic quality than the higher call.",NA,NA,NA,NA,FALSE,Todiramphus pyrrhopygia,no,
morcombe_australia,Collared Kingfisher,Todiramphus chloris,24-28cm,"calls like the Sacred, but slower, stronger, sharp and penetrating, at greater intervals: ""kik-, kik-, kik-"", perhaps closer to ""kiek"" than the quick ""kik"" of the Sacred; also a rattling, piercing ""kr-r-riek-kr-r-riek-"".",Coraciiformes,Alcedinidae,Kingfishers,Collared Kingfisher,TRUE,Todiramphus chloris,no,
morcombe_australia,Sacred Kingfisher,Todiramphus sanctus,20-23cm,"early in breeding season, a loud, sharp, penetrating, far-carrying ""kik-kik-kik-kik-"", usually of 3 to 5 notes, occasionally ""kek-kek-kek-kek""; these calls repeated almost incessantly through the day. Between a pair near the nest, a clear, shrill ""kieer-kieer-kieer-"", often when about to fly to nest or mate with food. On arrival, ""kek-krreee-krreee-kreee-kreee"", a vibrant, rising sound. In defending nest site, dives with loud harsh scream.",Coraciiformes,Alcedinidae,Kingfishers,Sacred Kingfisher,TRUE,Todiramphus sanctus,no,
morcombe_australia,Blue-winged Kookaburra,Dacelo leachii,38-42cm,"a raucous cacophony, begins slowly, builds louder: ""kok-kok-kok-QUOR-R-RORK-QUOR-R-RORK-QUOR-R-RORK-car-r-aark-craark-crak-qwok-quok"". One bird starts calling, followed by others in unsynchronised fashion, building up, rising and falling in cacophony.",Coraciiformes,Alcedinidae,Kingfishers,Blue-winged Kookaburra,TRUE,Dacelo leachii,no,
morcombe_australia,Laughing Kookaburra,Dacelo novaeguineae,40-47cm,"a far more pleasant, jovial ""laughter"" than that of the Blue-winged; merry chuckling rising to raucous laughter, fading away again to a slow throaty chuckle: ""chok, kok, kok, kak-KAK-KAK-KAK-KOK-KAK-KOK-kook-kook-kok, kok, kok"", often with other birds joining in, giving greater volume to the laughter. Also some low, grinding ""growk-growk"" noises.",Coraciiformes,Alcedinidae,Kingfishers,Laughing Kookaburra,TRUE,Dacelo novaeguineae,no,
morcombe_australia,Rainbow Bee-eater,Merops ornatus,23-27cm,"a loud, clear, sharp, cheerily vibrating burst of ""pir-r-r"" calls is often given in flight, carrying far and attracting attention. Delivered with characteristic rapid rattling or vibrating; a few or very many calls in quick succession; these fluctuate slightly in pitch and volume: ""pirr-pirrrp-pirr-pirrr-pirrp-pirr-pirrr-pirr-pirrp-"".",Coraciiformes,Meropidae,Bee-eaters,Rainbow Bee-eater,TRUE,Merops ornatus,no,
morcombe_australia,Dollarbird,Eurystomus orientalis,25-29cm,"usually a rapid cackle--an abrupt, grinding, harsh, metallic, jarring, buzzing, rattle, ""kzak-kzak-kzak-kzak-kzak-kzak-"" or ""kak-kak-kak-"". Sometimes it gives similar, slightly slower, stronger ""kzaak!"" calls at wide erratic intervals. Other calls include a deeper, slower, growling ""kazarrk-"" and a higher raucous but not grating ""kraak-kriak-kraak"".",Coraciiformes,Coraciidae,Rollers,Oriental Dollarbird,TRUE,Eurystomus orientalis,no,
morcombe_australia,Red-bellied Pitta,Pitta erythrogaster,17-19cm,"calls from ground and from forest canopy perches. The call is slow, drawn out and mournful, beginning so low that it is almost a growl, rising steadily in volume and pitch, mellow and tremulous at first, finishing quite high and clear. The second note follows at slightly lower pitch and volume, softer and more mellow, not tremulous; the whole call a long, slow ""gr-r-r-r-rork, groir""; may be enticed with call imitations.",NA,NA,NA,NA,FALSE,Pitta erythrogaster,no,
morcombe_australia,Blue-winged Pitta,Pitta moluccensis,18-21cm,"the call is similar to that of the Noisy Pitta, but more husky, slightly lower and with different emphasis and timing. The double-noted call of the Noisy Pitta rises sharp and querulous at the end of the second note, seemingly delivered quite rapidly and cheerfully, but the call of the Blue-winged is a more uniform, scratchy ""quaraerk, quaraerk"" with a longer pause between notes and a barely discernible uplift in the second note. The calls have also been described as ""taew-laew"", ""pu-wipu, puwi-u"" and ""pu-wiu"". The Blue-winged Pitta also has a loud ""skieew!"" alarm call.",Passeriformes,Pittidae,Pittas,Blue-winged Pitta,TRUE,Pitta moluccensis,no,
morcombe_australia,Noisy Pitta,Pita versicolor,18-20cm,"loud, brisk, ringing, metallic, double noted, mellow whistles, ""quarreek-quarrik, quarreek-quarrik"", commonly described as ""walk-to-work""; carries far in the rainforest. A single, harsh, mournful ""kieow"", sometimes given at night, may be a warning or alarm call.",NA,NA,NA,NA,FALSE,Pita versicolor,no,
morcombe_australia,Rainbow Pitta,Pitta iris,16-19cm,"clear, rather sharp, metallic. Differs from other Aust. Pittas in having a preliminary note, then the main call rapidly in three parts, a quieter ""kwe"", followed by a call similar to that of the Noisy, but somewhat sharper: ""kwe, kweeik-a-kweek"".",Passeriformes,Pittidae,Pittas,Rainbow Pitta,TRUE,Pitta iris,no,
morcombe_australia,Superb Lyrebird,Menura novaehollandiae,male 80-95cm; female 75-85cm,"powerful, far-carrying; can reproduce faithfully a huge range of calls from tiny, squeaky voiced birds to the harsh growlings of Gang-gang Cocaktaoos. The sounds of Eastern Whip-bird, Kookaburra, Rosella and the rasping churring of the Satin Bowerbird intermingles with the thin, high notes of the smallest thornbills and robins. These are intermixed with strange complex sounds of the Lyrebird's own creation, often mechanical, rattling, whirring in nature, and thudding noises. Sounds of saws and other machinery will be faithfully reproduced if heard in nearby forestry or farming activities.",Passeriformes,Menuridae,Lyrebirds,Superb Lyrebird,TRUE,Menura novaehollandiae,no,
morcombe_australia,Albert's Lyrebird,Menura alberti,male 80-90cm; female 65-75cm,"both this species and the Superb have powerful, flexible voices and use a mixture of their own calls and mimicry of other species in long unbroken passages of song. But compared with the Superb, the Albert's Lyrebird restricts its mimicry to a few species. The voice can create sounds at one moment deep and resonant, switch to high thin squeaks and sharp trills, then change again to harsh noises. Some of the passages of song begin with a soft, mellow sound that rises clearer and louder, and which has been likened to the howl of a dingo. Males call many hours daily in the peak of the winter breeding season; quiet at other times. The Green Catbird and Satin Bowerird feature strongly in its imitations. In alarm gives a shrill shriek. Evn when calling strongly, this shy and elusive species is not easily sighted in the dense tangled vegetation of its habitat with dim light and the birds wary.",Passeriformes,Menuridae,Lyrebirds,Albert's Lyrebird,TRUE,Menura alberti,no,
morcombe_australia,Rufous Scrub-bird,Atrichornis rufescens,17-19cm,"the powerful, ringing calls can be heard as rather harsh and metallic from far away; at close range they are extremely, almost painfully, loud--a slow, deliberate ""cheip"" with the central ""ei"" strongly emphasised. Calls include a ""cheip, cheip, cheip, cheip"", a more abrupt,equally loud, ""chep-chep-chep-"", a sharper ""chwiep-chwiep-chwiep"" and a whip-cracked ""chweeip-chweeip-"". Other sounds are only audible at close range: soft mellow cheeps, trills, scoldings.",Passeriformes,Atrichornithidae,Scrubbirds,Rufous Scrubbird,TRUE,Atrichornis rufescens,no,
morcombe_australia,Noisy Scrub-bird,Atrichornis clamosus,21-23cm,"loud, clear, ringing territorial calls of male can be heard up to a kilometre away in winter breeding season. Call is a series of notes, initially slow, sharp, becoming lower, richer, faster, increasingly powerful, almost painfully loud if the bird comes close under low cover. The sound is not unpleasant, is even musical, yet has something of the metallic screech of a dry bearing forced to turn, a short, sharp, loud squeak at each revolution, faster and loud: ""chwiep, chwiep, chwip-C`HWIPCHWIP-CHIWIEP-chwp-chwp"".",Passeriformes,Atrichornithidae,Scrubbirds,Noisy Scrubbird,TRUE,Atrichornis clamosus,no,
morcombe_australia,Eastern Bristlebird,Dasyornis brachypteus,20-22cm,"songs of varied cheerful, musical notes, some extremely high and weak, others more mellow, clear and strong; some sequences with slight whp-crack finish. Repeats a sequence several times, then adds variations: ""wit-wit wheerie-whEIT""; ""chi-chi-cheery-whEIT; ""wht-wheeeir-weeit-weeit-whit""; ""queeity-queeeir"". In alarm a scolding ""chzzzt-chzzzt"".",NA,NA,NA,NA,FALSE,Dasyornis brachypteus,no,
morcombe_australia,Western Bristlebird,Dasyornis longirostris,18-21cm,"similar to Eastern Bristlebird; has slightly sad quality reminiscent of lonely moonlight singing of Willie Wagtail. Song at the eastern end of its range differs in detail from song of separated populations further west; variations by individual birds. Intermixed sharp and mellow notes form descending sequences: ""tchip-eeee, quit-a-weer""; ""tchip-it-er-pieerit""; and ""quiee-ity-pieer, quieeity-pieer"".",Passeriformes,Dasyornithidae,Bristlebirds,Western Bristlebird,TRUE,Dasyornis longirostris,no,
morcombe_australia,Rufous Bristlebird,Dasyornis broadbenti,24-27cm,"a clear, ringing whistle; if recognised, helps locate these shy birds. Ususally a series of clear, sharp notes lead into a much stronger, quick, double whip-crack; these last notes are often repeated by the female: ""chip, chip, chip, chup, CHEE-O-WHIP"".",Passeriformes,Dasyornithidae,Bristlebirds,Rufous Bristlebird,TRUE,Dasyornis broadbenti,no,
morcombe_australia,White-browed Treecreeper,Climacteris affinis,14-15cm,"sharp, abrupt, very metallic and penetrating, ""chrip, chrip, chrip"" and as a double noted ""chip-chip-, chip-chip"". Also a rapid trill, a ripple of sharp, metallic sound lasting several seconds.",Passeriformes,Climacteridae,Australasian Treecreepers,White-browed Treecreeper,TRUE,Climacteris affinis,no,
morcombe_australia,Brown Treecreeper,Climacteris picumnus,16-18cm,"a clear, high""whit, whit, whit, whit""; each note has a strong sharp finish.",Passeriformes,Climacteridae,Australasian Treecreepers,Brown Treecreeper,TRUE,Climacteris picumnus,no,
morcombe_australia,Rufous Treecreeper,Climacteris rufa,15-17cm,"sharp, ringing ""chip, chip, chip"", widely an regularly spaced, 2-5 seconds apart. The trill is very high and sharp, descending and slowing, lasting 2 or 3 seconds.",NA,NA,NA,NA,FALSE,Climacteris rufa,no,
morcombe_australia,Black-tailed Treecreeper,Climacteris melanura,17-20cm,"sharp , regular ""chip, chip, chip"" at intervals of about a second, similar to call of Rufous; also as a rapid descending trill, ""chip-chip-chipchipipipip"".",NA,NA,NA,NA,FALSE,Climacteris melanura,no,
morcombe_australia,Red-browed Treecreeper,Climacteris erythrops,14-15.5cm,"squeaks at very high pitch, weak, thin ""iep, iep, iep"". Also a fast, scratchy trill; begins exremely high and squeaky, ends with several stronger, harsher squeaks: ""iep-ip-ip-ip-i-i-i-i-ip-chzip-chziep-chziep""; in the distance sounds more like the trill of a fairy wren than of a treecreeper.",Passeriformes,Climacteridae,Australasian Treecreepers,Red-browed Treecreeper,TRUE,Climacteris erythrops,no,
morcombe_australia,White-throated Treecreeper,Cormobates leucophaeus,13-15cm,"loud, ringing, clear, musical ""whit-whit-whit-whit-"", rippling ""quit-quit-quit-"" and more mellow, musical ""twiet-twiet-twiet-"". Also a loud, rippling trill.",NA,NA,NA,NA,FALSE,Cormobates leucophaeus,no,
morcombe_australia,Purple-crowned Fairy-wren,Malurus coronatus,14-16cm,"distinctive, not the high and often weak trill of other fair-wrens, but a strong, vigorous, reeling sequence with some almost harsh notes. Commonly a vigorous, rollicking, scrub-wren-like ""zeepa-zeipa-zeipa"" or ""cheipa-cheipa-"". Many variants: ""tcheip-tcheip-tcheip-"" and ""tzwip-tzwip-tzwip-"".",Passeriformes,Maluridae,Australasian Wrens,Purple-crowned Fairywren,TRUE,Malurus coronatus,no,
morcombe_australia,White-winged Fairy-wren,Malurus leucopterus,12-13cm,"an undulating, musical, reeling trill that carries some distance in open country and which has a metallic, mechanial quality to it. Undulating pitch and volume give an impression of uneven mechanical rotation, like a rapidly retrieving fishing reel or a sewing machine at fluctuating speed: ""chirr-IRR-irr-IRIRit-chirr-IRRirit-irirIRIRRIT-chirrir-IRRITirrit-"", a pleasant, rollicking sound that is sustained and repeated. Also has an abrupt, high, weak, insect-like ""prrit!"".",Passeriformes,Maluridae,Australasian Wrens,White-winged Fairywren,TRUE,Malurus leucopterus,no,
morcombe_australia,Splendid Fairy-wren,Malurus splendens,13-14cm,"song a very rapid tremulous trill, the ""reeling"" much less pronounced than in the call of the White-winged, but gives the Splendid's song an undulating quality. The notes forming the 3 or 4 seconds duration of the song vary; usually high, squeaky sounds intermingle with softer or mellow notes, or begins with vry rapd, high, insect-like squeaks for a second or two, then mves to lower, stronger or whistled notes, but usually with a reeling, rhythmic pattern: ""trit-triiit-trit-tirreet-tirreet-trit-tirreet-tirreet"". Other sounds include extremely high, short, vibrating trills, a loud, whistled warning trill, frequent weak ""trrrip"" contact squeaks and a plaintive, soft ""sreee"" seeking contact.",Passeriformes,Maluridae,Australasian Wrens,Splendid Fairywren,TRUE,Malurus splendens,no,
morcombe_australia,Superb Fairy-wren,Malurus cyaneus,13-14cm,"song a vigorous trill, beginning squeakily, but quickly strengthening into a strong, downward cascade of louder, less sharp musical notes. Foraging party maintains contact with weak, sharp ""trrit"" r plaintive ""treee"" from those falling behind; strident version in alarm, ""terrrrit!"".",Passeriformes,Maluridae,Australasian Wrens,Superb Fairywren,TRUE,Malurus cyaneus,no,
morcombe_australia,Variegated Fairy-wren,Malurus lamberti,13-14cm,"sings only in the breeding season, a high, metallic, squeaky and rather clockwork or mechancial rattling trill at fairly uniform pitch ""tririt-tirirrittirit-trit-tirrririt-trit-tirrit"". The most common call, for much of the year the predominant sound, is a hard, staccato, erratic and abrupt ""trrt-trtt, rrrr-rrt-rt-"", strong rather than high or squeaky, and apparently in warning, attracting others of the party to take up the call, and to dive into cover if there is sufficient urgency in the sound. Varied contact calls are given while foraging; these change from race to race--a rapid, sharp ""trrit"" from east-coastal nominate race, and a thinner, squeakier, plaintive ""sreee"" from inland and northern races.",Passeriformes,Maluridae,Australasian Wrens,Variegated Fairywren,TRUE,Malurus lamberti,no,
morcombe_australia,Lovely Fairy-wren,Malarus amabilis,13-14cm,"sings at any time of year, launching directly into a slightly descending, rippling trill. Contact call a high yet rather soft ""streee"" given continually to keep family party together; churring in alarm.",NA,NA,NA,NA,FALSE,Malarus amabilis,no,
morcombe_australia,Blue-breasted Fairy-wren,Malarus pulcherrimus,14-15cm,"song begins with extremely high, squeaky, thin notes leading in to several seconds of lower pitched, very rapid, hard, mechanical, vibrating trilling. More often heard are rattling, mechanical alarms, ""trrrt-trt-trtt-trt-trrrt"".",NA,NA,NA,NA,FALSE,Malarus pulcherrimus,no,
morcombe_australia,Red-winged Fairy-wren,Malurus elegans,14-16cm,"song begins with several squeaky notes followed by a rather rattling, uniform trill; quite unlike song of Splendid, the usualy overlapping species, and separable from call of Blue-breasted, which is usually in drier inland habitats. Alarm call a strident, rapid ""trrit-trrit-trrit"".",Passeriformes,Maluridae,Australasian Wrens,Red-winged Fairywren,TRUE,Malurus elegans,no,
morcombe_australia,Red-backed Fairy-wren,Malurus melanocephalus,10-13cm,"begins with squeaks so high and weak that they would be heard only when very close, followed by a trill beginning with high squeaky notes, usually switching to lower, louder, rattling sounds: ""sreee-sreee-trichee-trichee-tchakka-tchakkatchakka"". This is usually given by males in breeding season. Contact call within foraging group is a soft ""tsiet""; the alarm call a louder, sharper ""trrrrit!"".",Passeriformes,Maluridae,Australasian Wrens,Red-backed Fairywren,TRUE,Malurus melanocephalus,no,
morcombe_australia,Southern Emu-wren,Southern Emu-wren,15-19cm; includes tail 11-12cm,"similar to fairy-wrens but higher, weak, scratchy, yet it carries well over open heath, giving the best chance to locate birds; may be beyond upper limit of hearing of some observers. The squeaky calls have an undulating, rollicking variation of volume and pitch, ""siee-seit-tzeet-tzeet-siee-seeit-tzeeit-tzeet-seee-seeit"".",NA,NA,NA,NA,FALSE,Southern Emu-wren,no,
morcombe_australia,Mallee Emu-wren,Stipiturus mallee,13-15cm; includes tail 11-12cm,"like southern Emu-wren, but weaker. The song is a feeble trill of squeaky, weak, insect-like sounds lasting 2 or 3 seconds, usually from males in breeding season. More frequently given is the high, metallic squeak of the contact call, a thin, drawn out ""sreeep"". Although weak, this sound carries some distance, and, together with the stronger alarm call, gives the best chance of locating these birds that so persistently stay out of sight. The alarm is a sharper, harsh, abrupt ""tirrit"".",Passeriformes,Maluridae,Australasian Wrens,Mallee Emu-wren,TRUE,Stipiturus mallee,no,
morcombe_australia,Rufous-crowned Emu-wren,Stipiturus ruficeps,12-13cm; includes tail 6.5-7.5cm,"similar to other emu-wrens, but extremely high, weak. Contact call a fine, penetrating, cricket-like, squeaked ""tseeet-tseeet-tzeeet-"". Song, usually given by males in breeding season, is a fast succession of scratchy, squeaky notes, seeming jumbled rather than trilled, at varied strengths and pitches. Like that of Southern Emu-wren but weaker, higher; most calls high to extremely high, often beyond observers' hearing unless very close.",Passeriformes,Maluridae,Australasian Wrens,Rufous-crowned Emu-wren,TRUE,Stipiturus ruficeps,no,
morcombe_australia,Black Grasswren,Amytornis housei,19-21cm,"calls are distinctive and quite loud, making any search for these birds easier. The song is harsher, stronger than that of any of the much smaller fairy-wrens of the region. Gives a rather metallic, slow, rattling sequence, into which are inserted low, husky and high, scratchy, squeaky sound and contrasting brief, clear, mellow, musical, rising whistles: ""chaka-chuk-seeeip-chuk-zwiEEEP, chak-chukchuk-chewiEEEP! chuk-chuk-seeip"".",Passeriformes,Maluridae,Australasian Wrens,Black Grasswren,TRUE,Amytornis housei,no,
morcombe_australia,White-throated Grasswren,Amytornis woodwardi,20-22cm,"foraging flocks keep together with sharp, scratchy ""chwiep"" contact calls; break into harsher ""tzzrrrt!"" alarm calls at the slightest sign of danger. The song, perhaps given only in the breeding season, is loud, rich, and varied, rather like that of the Reed Warbler, an intermix of sharp and deep rich, musical notes, ""chziep-chiep-quorrop, chirrip-chok, chwiep-quarriep-"".",Passeriformes,Maluridae,Australasian Wrens,White-throated Grasswren,TRUE,Amytornis woodwardi,no,
morcombe_australia,Carpentarian Grasswren,Amytornis dorotheae,16-17cm,"contact within groups is maintained with a high, cricket-like ""tseeit"". In warning a harsher, buzzing ""tzzeit, tzzeit"". The song is a rapid, cheerful, canary-like warbling, a musical intermingling of squeaky, high trills and deeper, stronger, prolonged churring sounds: ""chrrip-chewip-chur-r-r-r-r-r-p.""",Passeriformes,Maluridae,Australasian Wrens,Carpentarian Grasswren,TRUE,Amytornis dorotheae,no,
morcombe_australia,Grey Grasswren,Amytornis barbatus,17.5-20cm,"contact between birds is maintained by very high-pitched, quick ""tsip"" calls, given by one, answered by others in the group--an almost unbroken, twittering rippling of metallic, squeaky ""tsit-tsit-tsit, tsit-tzit, tsit"" calls that continues for several seconds. The alarm is a high, squeaked ""tseeep"".",Passeriformes,Maluridae,Australasian Wrens,Grey Grasswren,TRUE,Amytornis barbatus,no,
morcombe_australia,Eyrean Grasswren,Amytornis goyderi,15-16cm,"contact calls are extremely high-pitched, weak, insect-like squeaks, probably inaudible unless close by: ""tseee"" and tinkling, squeaked ""tsip-tsip-tseee-tsip"". Song begins with these same high squeaks, changing abruptly to a fast, louder, lower, rattling, musical chatter, ""tsee-tseee-chakachakachaka""; alarm a sharp, strong ""tzeeet"".",Passeriformes,Maluridae,Australasian Wrens,Eyrean Grasswren,TRUE,Amytornis goyderi,no,
morcombe_australia,Striated Grasswren,Amytornis striatus,15-18.5cm,"the contact callsare high, scratchy squeaks and trills, ""tsee-tsee, tzee, chweep-chweep-chweep""; in alarm a harsher, louder ""tzirrr!"". The song begins with simiar high squeaks, quickly followed by rapid, loud, clear, rippling, musical notes, ""tsee-tsee, piew-piew-piew"".",Passeriformes,Maluridae,Australasian Wrens,Striated Grasswren,TRUE,Amytornis striatus,no,
morcombe_australia,Short-tailed Grasswren,Amytornis merrotsyi,NA,NA,Passeriformes,Maluridae,Australasian Wrens,Short-tailed Grasswren,TRUE,Amytornis merrotsyi,no,
morcombe_australia,Thick-billed Grasswren,Amytornis textilis,15-20cm,"western race has quite a strong call, usually a persistent, rather treecreeper-like, whistled ""cheep-cheep-cheep"" that may be extended into a brief musical, rattling trill, ""chip-chip, chew-wekaweka""; eastern race extremely high, soft ""see-see-see"" and brief squeaky trill, ""see-see, tsewit-tsewit"".",Passeriformes,Maluridae,Australasian Wrens,Western Grasswren,TRUE,Amytornis textilis,no,
morcombe_australia,Dusky Grasswren,Amytornis purnelli,15-18cm,"high rippling trill, the first several ntes faint squeaks, the rest an undulating ow-high sequence, ""see-see, tchoo-tchoo-chee""; contact calls, weak twitterings, ""tsee-tsee-tsee-""; harsher, staccato ""tchik-tchik!"" in alarm.",Passeriformes,Maluridae,Australasian Wrens,Dusky Grasswren,TRUE,Amytornis purnelli,no,
morcombe_australia,Kalkadoon Grasswren,Amytornis ballarae,NA,NA,Passeriformes,Maluridae,Australasian Wrens,Kalkadoon Grasswren,TRUE,Amytornis ballarae,no,
morcombe_australia,Spotted Pardalote,Pardalotus punctatus,8-10cm,"contact call is repeated regularly for long periods; an even, musical, soft, whistled ""weep-weeip"". The song is a sequence of clear whistled notes, ""whee, whee-bee"" or ""sleep, may-bee"". The sound of the yellow-rumped race has a quiet, rather mournful quality: ""chnk-whee-a-bee"", soft, high, then falling away.",Passeriformes,Pardalotidae,Pardalotes,Spotted Pardalote,TRUE,Pardalotus punctatus,no,
morcombe_australia,Forty-spotted Pardalote,Pardalotus quadragintus,9-10cm,"similar to that of the Spotted Pardalote, perhaps harsher, double-noted ""wheet-whoo""; a louder, nasal ""twnnt"" in the breeding season.",Passeriformes,Pardalotidae,Pardalotes,Forty-spotted Pardalote,TRUE,Pardalotus quadragintus,no,
